latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
31.634,-94.758,323.2,1.5,1.2,2019-10-08,1645,T,69,6.0NRT,296.1,31.7,D
31.633,-94.742,314.5,1.5,1.2,2019-10-08,1645,T,34,6.0NRT,295.2,16.4,D
31.642,-94.748,324.8,1.5,1.2,2019-10-08,1645,T,81,6.0NRT,296,35.1,D
31.626,-95.119,318.6,1.6,1.3,2019-10-08,1645,T,74,6.0NRT,295.6,27.1,D
31.624,-95.102,307.2,1.6,1.3,2019-10-08,1645,T,46,6.0NRT,296.7,8.9,D
31.558,-94.582,337.5,1.5,1.2,2019-10-08,1645,T,89,6.0NRT,297,64.6,D
31.556,-94.567,346.7,1.5,1.2,2019-10-08,1645,T,94,6.0NRT,298.1,93.4,D
30.915,-90.658,312,1,1,2019-10-08,1645,T,63,6.0NRT,293.4,7.1,D
30.914,-90.648,307.6,1,1,2019-10-08,1645,T,38,6.0NRT,292.5,3.7,D
30.906,-90.66,345.2,1,1,2019-10-08,1645,T,93,6.0NRT,294.5,49.2,D
30.905,-90.65,332.2,1,1,2019-10-08,1645,T,86,6.0NRT,292.9,27.7,D
30.597,-89.796,311.8,1,1,2019-10-08,1645,T,61,6.0NRT,295.9,7.1,D
30.34,-88.487,312.8,1,1,2019-10-08,1645,T,63,6.0NRT,299.1,7.3,D
30.789,-94.561,349.9,1.5,1.2,2019-10-08,1645,T,95,6.0NRT,298.6,103.3,D
30.787,-94.546,312.7,1.5,1.2,2019-10-08,1645,T,62,6.0NRT,295.2,14.7,D
30.778,-94.563,335.3,1.5,1.2,2019-10-08,1645,T,88,6.0NRT,295.7,58.1,D
30.777,-94.548,317.8,1.5,1.2,2019-10-08,1645,T,72,6.0NRT,295.9,22.2,D
29.982,-90.765,318.5,1,1,2019-10-08,1645,T,66,6.0NRT,299.7,8.5,D
29.98,-90.755,320.1,1,1,2019-10-08,1645,T,64,6.0NRT,300.6,9.8,D
30.456,-95.259,312.4,1.6,1.2,2019-10-08,1645,T,55,6.0NRT,295.3,14.8,D
29.926,-90.962,330,1,1,2019-10-08,1645,T,84,6.0NRT,298.8,24.3,D
30.445,-95.26,320.7,1.6,1.2,2019-10-08,1645,T,75,6.0NRT,295.3,29.6,D
29.911,-91.05,318.8,1,1,2019-10-08,1645,T,72,6.0NRT,298.8,9.3,D
29.776,-90.742,316.4,1,1,2019-10-08,1645,T,42,6.0NRT,300,7,D
29.774,-90.732,316.1,1,1,2019-10-08,1645,T,41,6.0NRT,299.7,7.1,D
29.836,-92.112,313.8,1.1,1,2019-10-08,1645,T,60,6.0NRT,300.1,8.6,D
29.947,-95.833,316.9,1.7,1.3,2019-10-08,1645,T,67,6.0NRT,299.6,17.6,D
29.945,-95.815,316.9,1.7,1.3,2019-10-08,1645,T,67,6.0NRT,299.5,17.5,D
26.82,-81.616,320.4,3.1,1.7,2019-10-08,1645,T,73,6.0NRT,289.6,82.5,D
26.821,-81.621,321.4,3.1,1.7,2019-10-08,1645,T,70,6.0NRT,289.9,88.1,D
26.689,-81.226,328.3,3.3,1.7,2019-10-08,1645,T,81,6.0NRT,291.5,126.6,D
26.678,-81.236,326.5,3.3,1.7,2019-10-08,1645,T,80,6.0NRT,291.1,113.4,D
26.671,-81.204,312,3.4,1.7,2019-10-08,1645,T,51,6.0NRT,290.6,37.5,D
28.884,-95.57,318.2,1.6,1.2,2019-10-08,1645,T,59,6.0NRT,296.5,23.5,D
28.727,-97.573,322.8,2.2,1.4,2019-10-08,1645,T,75,6.0NRT,296.8,38.3,D
28.727,-97.579,317,2.2,1.4,2019-10-08,1645,T,65,6.0NRT,296.7,23.5,D
28.725,-97.557,318.7,2.2,1.4,2019-10-08,1645,T,69,6.0NRT,296.1,29,D
26.692,-98.511,314.3,2.4,1.5,2019-10-08,1650,T,57,6.0NRT,296.3,18.8,D
19.417,-102.065,308.2,3.5,1.8,2019-10-08,1650,T,17,6.0NRT,290,27.8,D
17.846,-93.122,336.5,1,1,2019-10-08,1650,T,70,6.0NRT,290.6,30.4,D
17.838,-93.123,324.8,1,1,2019-10-08,1650,T,58,6.0NRT,290.1,16.9,D
15.364,-92.251,311,1,1,2019-10-08,1650,T,54,6.0NRT,295.7,6.9,D
14.91,-92.055,315,1.1,1,2019-10-08,1650,T,65,6.0NRT,297.8,8.6,D
14.482,-90.62,316.7,1.3,1.1,2019-10-08,1650,T,40,6.0NRT,298.7,12.9,D
14.331,-91.025,314.2,1.2,1.1,2019-10-08,1650,T,68,6.0NRT,294.1,8.8,D
13.639,-88.779,303.8,1.8,1.3,2019-10-08,1650,T,52,6.0NRT,278.2,9.7,D
32.645,-114.886,330.8,1,1,2019-10-08,1825,T,71,6.0NRT,316.5,14.1,D
26.149,-109.089,321.3,2.1,1.4,2019-10-08,1825,T,15,6.0NRT,301.2,17.3,D
26.16,-109.092,324.1,2.1,1.4,2019-10-08,1825,T,63,6.0NRT,301.4,26.1,D
7.334,-71.564,316.5,1,1,2019-10-08,1815,A,58,6.0NRT,297.6,8.5,D
7.759,-73.398,316.9,1.1,1,2019-10-08,1815,A,63,6.0NRT,296.4,8.7,D
8.232,-70.813,316.9,1,1,2019-10-08,1815,A,26,6.0NRT,295.9,7.5,D
8.37,-72.868,309.1,1,1,2019-10-08,1815,A,42,6.0NRT,284.2,7.3,D
8.369,-72.877,308.4,1,1,2019-10-08,1815,A,26,6.0NRT,283,7.1,D
8.512,-72.717,315,1,1,2019-10-08,1815,A,65,6.0NRT,296.5,6.9,D
8.551,-73.334,315.4,1.1,1,2019-10-08,1815,A,66,6.0NRT,295.7,9.4,D
8.55,-73.343,317.4,1.1,1,2019-10-08,1815,A,70,6.0NRT,294.6,11.1,D
9.273,-69.147,322.5,1.2,1.1,2019-10-08,1815,A,78,6.0NRT,283.1,20.7,D
9.271,-69.158,312.1,1.2,1.1,2019-10-08,1815,A,64,6.0NRT,285.1,8.2,D
8.878,-72.924,325.5,1,1,2019-10-08,1815,A,79,6.0NRT,294.6,18.4,D
9.236,-72.993,316.8,1,1,2019-10-08,1815,A,68,6.0NRT,292.1,9.7,D
10.055,-72.559,317.8,1,1,2019-10-08,1815,A,23,6.0NRT,298.4,7,D
10.031,-73.235,313.2,1,1,2019-10-08,1815,A,36,6.0NRT,292.9,5.3,D
10.33,-72.314,314.1,1,1,2019-10-08,1815,A,27,6.0NRT,291.7,6.1,D
18.61,-74.115,313.4,1,1,2019-10-08,1820,A,58,6.0NRT,301.1,4.5,D
27.466,-81.599,318,1.7,1.3,2019-10-08,1820,A,73,6.0NRT,291.4,23,D
31.207,-82.663,309.7,1.6,1.3,2019-10-08,1820,A,39,6.0NRT,289.1,13.9,D
33.353,-85.048,324.7,2.1,1.4,2019-10-08,1820,A,73,6.0NRT,292.5,53.9,D
18.961,-101.806,311.3,1.2,1.1,2019-10-08,1955,A,44,6.0NRT,294.8,6.6,D
18.992,-102.241,321.6,1.3,1.1,2019-10-08,1955,A,76,6.0NRT,299,12.2,D
19.113,-102.818,316.3,1.4,1.2,2019-10-08,1955,A,70,6.0NRT,298.1,9.6,D
20.247,-101.05,313.1,1.1,1,2019-10-08,1955,A,42,6.0NRT,294.8,7.4,D
20.679,-101.584,314,1.1,1.1,2019-10-08,2000,A,34,6.0NRT,295.4,6.9,D
20.782,-101.336,317.4,1.1,1,2019-10-08,2000,A,53,6.0NRT,301.6,8.6,D
20.82,-101.516,315.3,1.1,1.1,2019-10-08,2000,A,58,6.0NRT,298.5,7.9,D
20.819,-101.527,331.6,1.1,1.1,2019-10-08,2000,A,84,6.0NRT,299.5,28.6,D
21.854,-102.055,321.7,1.2,1.1,2019-10-08,2000,A,33,6.0NRT,304.6,12.4,D
21.852,-102.066,321.2,1.2,1.1,2019-10-08,2000,A,39,6.0NRT,306.3,11.9,D
25.716,-100.297,324.7,1,1,2019-10-08,2000,A,69,6.0NRT,306.7,9.2,D
25.72,-103.45,325.3,1.2,1.1,2019-10-08,2000,A,57,6.0NRT,310.7,8.1,D
26.882,-101.412,321.9,1,1,2019-10-08,2000,A,54,6.0NRT,307.4,6.6,D
26.885,-101.453,325.3,1,1,2019-10-08,2000,A,69,6.0NRT,310,8.5,D
27.283,-100.219,333.4,1,1,2019-10-08,2000,A,80,6.0NRT,308.7,17.6,D
28.88,-95.579,330.6,1.7,1.3,2019-10-08,2000,A,80,6.0NRT,295.4,51.8,D
28.876,-95.584,316.6,1.7,1.3,2019-10-08,2000,A,46,6.0NRT,295.2,19.8,D
28.715,-97.57,325.6,1.3,1.1,2019-10-08,2000,A,68,6.0NRT,307.9,15.9,D
29.449,-96.234,319.1,1.6,1.2,2019-10-08,2000,A,44,6.0NRT,303.6,9.6,D
28.974,-100.774,322.8,1,1,2019-10-08,2000,A,63,6.0NRT,307,7,D
30.022,-91.78,316.9,3.3,1.7,2019-10-08,2000,A,70,6.0NRT,296.4,49.3,D
29.935,-95.829,319.3,1.7,1.3,2019-10-08,2000,A,55,6.0NRT,303.1,17.6,D
29.943,-95.835,320.5,1.7,1.3,2019-10-08,2000,A,70,6.0NRT,303.3,19.3,D
29.486,-100.393,323.3,1,1,2019-10-08,2000,A,67,6.0NRT,306.4,9.1,D
29.485,-100.403,330.8,1,1,2019-10-08,2000,A,79,6.0NRT,307.7,18.1,D
30.014,-97.671,322.5,1.3,1.1,2019-10-08,2000,A,67,6.0NRT,309,11.1,D
30.787,-94.552,345.7,2.1,1.4,2019-10-08,2000,A,93,6.0NRT,295.3,151.6,D
30.785,-94.574,360.4,2.1,1.4,2019-10-08,2000,A,100,6.0NRT,298.3,253.1,D
30.786,-94.557,360.5,2.1,1.4,2019-10-08,2000,A,100,6.0NRT,296.1,254.1,D
30.784,-94.579,346.2,2.1,1.4,2019-10-08,2000,A,93,6.0NRT,297.6,153.8,D
31.242,-92.529,319.7,3,1.6,2019-10-08,2000,A,58,6.0NRT,298,61.5,D
31.243,-92.537,322.8,3,1.6,2019-10-08,2000,A,79,6.0NRT,297.6,79,D
31.636,-94.76,309.6,2.1,1.4,2019-10-08,2000,A,44,6.0NRT,298,15.8,D
31.627,-95.13,310.3,2,1.4,2019-10-08,2000,A,43,6.0NRT,298.1,13.7,D
31.358,-101.777,323.6,1,1,2019-10-08,2000,A,62,6.0NRT,308.5,6.4,D
31.499,-102.635,326.2,1,1,2019-10-08,2000,A,67,6.0NRT,309.4,9.7,D
31.498,-102.646,324.7,1,1,2019-10-08,2000,A,63,6.0NRT,308.9,7.8,D
31.734,-101.79,327.3,1,1,2019-10-08,2000,A,72,6.0NRT,308.6,11,D
31.732,-101.801,349.1,1,1,2019-10-08,2000,A,93,6.0NRT,308.3,46.1,D
31.851,-101.798,321.4,1,1,2019-10-08,2000,A,57,6.0NRT,306.1,6,D
31.85,-101.808,328.8,1,1,2019-10-08,2000,A,75,6.0NRT,307.1,14.2,D
32.685,-103.287,327.9,1,1,2019-10-08,2000,A,79,6.0NRT,296.8,19.3,D
32.772,-102.954,323.2,1,1,2019-10-08,2000,A,72,6.0NRT,300.9,12.6,D
31.196,-83.626,302.2,1,1,2019-10-09,0345,T,47,6.0NRT,291.4,4.4,N
33.35,-86.898,300.5,1,1,2019-10-09,0345,T,29,6.0NRT,289.7,4.8,N
28.957,-111.39,307.5,1.1,1.1,2019-10-09,0525,T,72,6.0NRT,293.8,9.2,N
32.998,-110.774,306.9,1,1,2019-10-09,0525,T,55,6.0NRT,292.2,7.3,N
33.006,-110.776,306.2,1,1,2019-10-09,0525,T,51,6.0NRT,293.1,6.5,N
33.418,-110.862,330.2,1,1,2019-10-09,0525,T,100,6.0NRT,290.7,31.1,N
20.514,-97.464,302.5,3.4,1.7,2019-10-09,0520,T,49,6.0NRT,281.2,36.6,N
20.51,-97.497,306,3.4,1.7,2019-10-09,0520,T,66,6.0NRT,282.4,51.8,N
18.932,-70.352,310.9,1,1,2019-10-09,0630,A,81,6.0NRT,286.6,11,N
11.737,-70.189,317,1.2,1.1,2019-10-09,0630,A,92,6.0NRT,273.1,21.6,N
9.621,-63.723,301.6,3.9,1.8,2019-10-09,0630,A,42,6.0NRT,281.2,49.2,N
9.387,-64.53,304,3.4,1.7,2019-10-09,0630,A,58,6.0NRT,286.6,31.8,N
33.236,-87.508,301,1.5,1.2,2019-10-09,0805,A,36,6.0NRT,289.8,9.6,N
14.473,-90.849,301.9,2,1.4,2019-10-09,0810,A,45,6.0NRT,278.9,20,N
